20,nouns,substantivos,,vocab
20,my car,meu carro,,vocab
20,green car,carro verde,,vocab
20,three cars,três carros,,vocab
20,car garage,garagem,,vocab
20,outside the car,fora do carro,,vocab
20,arm,braço,,vocab
20,back,costas,,vocab
20,cheeks,bochechas,,vocab
20,chest,peito,,vocab
20,chin,queixo,,vocab
20,ear,orelha,,vocab
20,elbow,cotovelo,,vocab
20,eye,olho,,vocab
20,face,face,,vocab
20,finger,dedo,,vocab
20,fingers,dedos,,vocab
20,foot,pé,,vocab
20,hair,cabelo,,vocab
20,hand,mão,,vocab
20,head,cabeça,,vocab
20,heart,coração,,vocab
20,knee,joelho,,vocab
20,leg,perna,,vocab
20,lip,lábio,,vocab
20,mouth,boca,,vocab
20,neck,pescoço,,vocab
20,nose,nariz,,vocab
20,shoulder,ombro,,vocab
20,stomach,estômago,,vocab
20,teeth,dentes,,vocab
20,thigh,coxa,,vocab
20,throat,garganta,,vocab
20,thumb,polegar,,vocab
20,toe,dedo do pé,,vocab
20,tongue,língua,,vocab
20,tooth,dente,,vocab
20,adjectives,adjetivos,,vocab
20,a green tree,uma árvore verde,,vocab
20,a tall building,um edifício alto,,vocab
20,a very old man,um homem muito idoso,,vocab
20,the old red house,a velha casa vermelha,,vocab
20,a very nice friend,um amigo muito legal,,vocab
20,colors,cores,,vocab
20,black,preto,,vocab
20,blue,azul,,vocab
20,brown,marrom,,vocab
20,gray,cinza,,vocab
20,green,verde,,vocab
20,orange,laranja,,vocab
20,purple,roxo,,vocab
20,red,vermelho,,vocab
20,white,branco,,vocab
20,yellow,amarelo,,vocab
20,sizes,tamanhos,,vocab
20,big,grande,,vocab
20,deep,profundo,,vocab
20,long,longo,,vocab
20,narrow,estreito,,vocab
20,short,curto,,vocab
20,small,pequeno,,vocab
20,tall,alto,,vocab
20,thick,grosso,,vocab
20,thin,fino,,vocab
20,wide,largo,,vocab
20,shapes,formas,,vocab
20,circular,circular,,vocab
20,straight,reto,,vocab
20,square,quadrado,,vocab
20,triangular,triangular,,vocab
20,tastes,gostos,,vocab
20,bitter,amargo,,vocab
20,fresh,fresco,,vocab
20,salty,salgado,,vocab
20,sour,azedo,,vocab
20,spicy,picante,,vocab
20,sweet,doce,,vocab
20,qualities,qualidades,,vocab
20,bad,ruim,,vocab
20,clean,limpo,,vocab
20,dark,escuro,,vocab
20,difficult,difícil,,vocab
20,dirty,sujo,,vocab
20,dry,seco,,vocab
20,easy,fácil,,vocab
20,empty,vazio,,vocab
20,expensive,caro,,vocab
20,fast,rápido,,vocab
20,foreign,estrangeiro,,vocab
20,full,completo,,vocab
20,good,bom,,vocab
20,hard,rígido,,vocab
20,heavy,pesado,,vocab
20,inexpensive,barato,,vocab
20,light,leve,,vocab
20,local,local,,vocab
20,new,novo,,vocab
20,noisy,barulhento,,vocab
20,old,velho,,vocab
20,powerful,poderoso,,vocab
20,quiet,calmo,,vocab
20,correct,correto,,vocab
20,slow,lento,,vocab
20,soft,macio,,vocab
20,very,muito,,vocab
20,weak,fraco,,vocab
20,wet,molhado,,vocab
20,wrong,errado,,vocab
20,young,jovem,,vocab
20,quantities,quantidades,,vocab
20,few,poucos,,vocab
20,little,pouco,,vocab
20,many,muitos,,vocab
20,much,muito,,vocab
20,part,parte,,vocab
20,some,alguns,,vocab
20,a few,alguns,,vocab
20,whole,inteiro,,vocab
20,adverbs,advérbios,,vocab
20,I read a book sometimes,Leio um livro de vez em quando,,vocab
20,I will never smoke,Eu nunca vou fumar,,vocab
20,are you alone?,Você está sozinho?,,vocab
20,adverbs of time,advérbios de tempo,,vocab
20,yesterday,ontem,,vocab
20,today,hoje,,vocab
20,tomorrow,amanhã,,vocab
20,now,agora,,vocab
20,then,então,,vocab
20,later,mais tarde,,vocab
20,tonight,hoje à noite,,vocab
20,right now,agora mesmo,,vocab
20,last night,ontem à noite,,vocab
20,this morning,hoje cedo,,vocab
20,next week,na próxima semana,,vocab
20,already,já,,vocab
20,recently,recentemente,,vocab
20,lately,recentemente,,vocab
20,soon,logo,,vocab
20,immediately,imediatamente,,vocab
20,still,ainda,,vocab
20,yet,ainda,,vocab
20,ago,atrás,,vocab
20,adverbs of place,advérbios de lugar,,vocab
20,here,aqui,,vocab
20,there,lá,,vocab
20,over there,ali,,vocab
20,everywhere,em toda parte,,vocab
20,anywhere,em qualquer lugar,,vocab
20,nowhere,em nenhum lugar,,vocab
20,home,em casa,,vocab
20,away,longe,,vocab
20,out,fora,,vocab
20,adverbs of manner,advérbios de modo,,vocab
20,very,muito,,vocab
20,quite,muito,,vocab
20,pretty,muito,,vocab
20,really,realmente,,vocab
