16,Vocabulary,Rječnik
16,Countries,Zemlje
16,Australia,Australija
16,Cambodia,Kambodža
16,Canada,Kanada
16,China,Kina
16,Egypt,Egipat
16,England,Engleska
16,France,Francuska
16,Germany,Njemačka
16,Greece,Grčka
16,India,Indija
16,Indonesia,Indonezija
16,Italy,Italija
16,Japan,Japan
16,Mexico,Meksiko
16,Morocco,Maroko
16,Peru,Peru
16,Spain,Španjolska
16,Thailand,Tajland
16,USA,SAD
16,Languages,Jezici
16,Arabic,Arapski
16,Chinese,Kineski
16,English,Engleski
16,French,Francuski
16,German,Njemački
16,Greek,Grčki
16,Hebrew,Hebrejski
16,Hindi,Hindski
16,Italian,Talijanski
16,Japanese,Japanski
16,Korean,Korejski
16,Latin,Latinski
16,Russian,Ruski
16,Spanish,Španjolski
16,Urdu,Urdu
16,Days,Dani
16,Monday,Ponedjeljak
16,Tuesday,Utorak
16,Wednesday,Srijeda
16,Thursday,Četvrtak
16,Friday,Petak
16,Saturday,Subota
16,Sunday,Nedjelja
16,time,vrijeme
16,hour,sat
16,minute,minuta
16,second,sekunda
16,colors,boje
16,black,crna
16,blue,plava
16,brown,smeđa
16,gray,siva
16,green,zelena
16,orange,narandžasta
16,purple,ljubičasta
16,red,crvena
16,white,bijela
16,yellow,žuta
16,sizes,Veličine
16,big,velik
16,deep,dubok
16,long,dug
16,narrow,uzak
16,short,kratak
16,small,nizak
16,tall,visok
16,thick,debeo
16,thin,tanak
16,wide,širok
16,tastes,okusi
16,bitter,gorko
16,fresh,svježe
16,salty,slano
16,sour,kiselo
16,spicy,začinjeno
16,sweet,slatko
16,qualities,svojstva
16,bad,loše
16,clean,čisto
16,dark,tamno
16,difficult,teško
16,dirty,prljavo
16,dry,suho
16,easy,lako
16,empty,prazno
16,expensive,skupo
16,fast,brzo
16,foreign,strano
16,full,puno
16,good,dobro
16,hard,tvrdo
16,heavy,teško
16,inexpensive,povoljno
16,light,svijetlo
16,local,mjesno
16,new,novo
16,noisy,bučno
16,old,staro
16,powerful,snažno
16,quiet,tiho
16,correct,ispravno
16,slow,sporo
16,soft,mekano
16,very,vrlo
16,weak,slabo
16,wet,mokro
16,wrong,krivo
16,young,mlado
16,food,hrana
16,almonds,bademi
16,bread,kruh
16,breakfast,doručak
16,butter,maslac
16,candy,bombon
16,cheese,sir
16,chicken,piletina
16,cumin,kim
16,dessert,desert
16,dinner,večera
16,fish,riba
16,fruit,voće
16,ice cream,sladoled
16,lamb,janjetina
16,lemon,limun
16,lunch,ručak
16,meal,obrok
16,meat,meso
16,oven,pećnica
16,pepper,papar
16,plants,biljke
16,pork,svinjetina
16,salad,salata
16,salt,sol
16,sandwich,sendvič
16,sausage,kobasica
16,soup,juha
16,sugar,šećer
16,supper,večera
16,turkey,puretina
16,apple,jabuka
16,banana,banana
16,oranges,naranče
16,peaches,breskve
16,peanut,kikiriki
16,pears,kruške
16,pineapple,ananas
16,grapes,grožđe
16,strawberries,jagode
16,vegetables,povrće
16,carrot,mrkva
16,corn,kukuruz
16,cucumber,krastavac
16,garlic,češnjak
16,lettuce,zelena salata
16,olives,masline
16,onions,luk
16,peppers,papričice
16,potatoes,krumpiri
16,pumpkin,bundeva
16,beans,grah
16,tomatoes,rajčice
16,alligator,aligator
16,alligators,aligatori
16,bear,medvjed
16,bears,medvjedi
16,bird,ptica
16,birds,ptice
16,bull,bik
16,bulls,bikovi
16,cat,mačka
16,cats,mačke
16,cow,krava
16,cows,krave
16,deer,jelen
16,many deer,mnogo jelena
16,dog,pas
16,dogs,psi
16,donkey,magarac
16,donkeys,magarci
16,eagle,orao
16,eagles,orlovi
16,elephant,slon
16,elephants,slonovi
16,giraffe,žirafa
16,giraffes,žirafe
16,goat,koza
16,goats,koze
16,horse,konj
16,horses,konji
16,lion,lav
16,lions,lavovi
16,monkey,majmun
16,monkeys,majmuni
16,mouse,miš
16,mice,miševi
16,rabbit,zec
16,rabbits,zečevi
16,snake,zmija
16,snakes,zmije
16,tiger,tigar
16,tigers,tigrovi
16,wolf,vuk
16,wolves,vukovi
16,objects,stvari
16,bathroom,kupaonica
16,bed,krevet
16,bedroom,spavaća soba
16,ceiling,strop
16,chair,stolica
16,clothes,odjeća
16,coat,kaput
16,cup,šalica
16,desk,radni stol
16,dress,haljina
16,floor,pod
16,fork,viljuška
16,furniture,namještaj
16,glass,staklo
16,hat,šešir
16,house,kuća
16,ink,tinta
16,jacket,jakna
16,kitchen,kuhinja
16,knife,nož
16,lamp,svjetiljka
16,letter,pismo
16,map,karta
16,newspaper,novine
16,notebook,bilježnica
16,pants,hlače
16,paper,papir
16,pen,kemijska olovka
16,pencil,olovka
16,pharmacy,ljekarna
16,picture,slika
16,plate,ploča
16,refrigerator,hladnjak
16,restaurant,restoran
16,roof,krov
16,room,soba
16,rug,tepih
16,scissors,škare
16,shampoo,šampon
16,shirt,majica
16,shoes,cipele
16,soap,sapun
16,socks,čarape
16,spoon,žlica
16,table,stol
16,toilet,toalet
16,toothbrush,četkica za zube
16,toothpaste,pasta za zube
16,towel,ručnik
16,umbrella,kišobran
16,underwear,donje rublje
16,wall,zid
16,wallet,novčanik
16,window,prozor
16,telephone,telefon
16,this,ovo
16,that,to
16,these,ovi
16,those,oni
16,Questions,Pitanja
16,how?,kako?
16,what?,što?
16,who?,tko?
16,why?,zašto?
16,where?,gdje?
16,different objects,razni predmeti
16,art,umjetnost
16,bank,banka
16,beach,plaža
16,book,knjiga
16,by bicycle,biciklom
16,by bus,autobusom
16,by car,automobilom
16,by train,vlakom
16,cafe,kafić
16,country,zemlja
16,desert,pustinja
16,dictionary,rječnik
16,earth,zemlja
16,flowers,cvijeće
16,football,nogomet
16,forest,šuma
16,game,igra
16,garden,vrt
16,geography,zemljopis
16,history,povijest
16,house,kuća
16,island,otok
16,lake,jezero
16,library,knjižnica
16,math,matematika
16,moon,mjesec
16,mountain,planina
16,movies,filmovi
16,music,glazba
16,ocean,ocean
16,office,ured
16,on foot,pješice
16,player,igrač
16,river,rijeka
16,science,znanost
16,sea,more
16,sky,nebo
16,soccer,nogomet
16,stars,zvijezde
16,supermarket,samoposluga
16,swimming pool,bazen
16,theater,kazalište
16,tree,drvo
16,weather,vrijeme
16,bad weather,loše vrijeme
16,cloudy,oblačno
16,cold,hladno
16,cool,svježe
16,foggy,maglovito
16,hot,vruće
16,nice weather,lijepo vrijeme
16,pouring,koji lije
16,rain,kiša
16,raining,kiši
16,snow,snijeg
16,snowing,sniježi
16,ice,led
16,sunny,sunčano
16,windy,vjetrovito
16,spring,proljeće
16,summer,ljeto
16,autumn,jesen
16,winter,zima
16,people,ljudi
16,aunt,tetka
16,baby,beba
16,brother,brat
16,cousin,rođak
16,daughter,kći
16,dentist,zubar
16,doctor,liječnik
16,father,otac
16,grandfather,djed
16,grandmother,baka
16,husband,suprug
16,mother,majka
16,nephew,nećak
16,niece,nećakinja
16,nurse,medicinska sestra
16,policeman,policajac
16,postman,poštar
16,professor,profesor
16,son,sin
16,teacher,učitelj
16,uncle,ujak
16,wife,supruga
